src,dst,relation,weight
context::crows_pairs::128::en::race-color,context::crows_pairs::128::hi::race-color,same_as,1
context::crows_pairs::128::en::race-color,context::crows_pairs::128::bn::race-color,same_as,1
context::crows_pairs::128::hi::race-color,context::crows_pairs::128::bn::race-color,same_as,1
context::crows_pairs::135::en::race-color,context::crows_pairs::135::hi::race-color,same_as,1
context::crows_pairs::135::en::race-color,context::crows_pairs::135::bn::race-color,same_as,1
context::crows_pairs::135::hi::race-color,context::crows_pairs::135::bn::race-color,same_as,1
group::en::uncles have,group::hi::चाचा,same_as,1
group::en::aunts,group::hi::चाची,same_as,1
context::crows_pairs::137::en::sexual-orientation,context::crows_pairs::137::hi::sexual-orientation,same_as,1
group::en::uncles have,group::bn::চাচাদের,same_as,1
group::en::aunts,group::bn::চাচীদের,same_as,1
context::crows_pairs::137::en::sexual-orientation,context::crows_pairs::137::bn::sexual-orientation,same_as,1
group::hi::चाचा,group::bn::চাচাদের,same_as,1
group::hi::चाची,group::bn::চাচীদের,same_as,1
context::crows_pairs::137::hi::sexual-orientation,context::crows_pairs::137::bn::sexual-orientation,same_as,1
group::en::jews,group::hi::यहूदी,same_as,1
context::crows_pairs::141::en::religion,context::crows_pairs::141::hi::religion,same_as,1
group::en::jews,group::bn::ইহুদিরা,same_as,1
context::crows_pairs::141::en::religion,context::crows_pairs::141::bn::religion,same_as,1
group::hi::यहूदी,group::bn::ইহুদিরা,same_as,1
context::crows_pairs::141::hi::religion,context::crows_pairs::141::bn::religion,same_as,1
group::en::blacks,group::hi::अश्वेतों,same_as,1
group::en::whites were,group::hi::श्वेतों,same_as,1
context::crows_pairs::144::en::race-color,context::crows_pairs::144::hi::race-color,same_as,1
group::en::whites were,group::bn::সাদারা,same_as,1
context::crows_pairs::144::en::race-color,context::crows_pairs::144::bn::race-color,same_as,1
group::hi::अश्वेतों,group::bn::কালোরা,same_as,1
group::hi::श्वेतों,group::bn::সাদারা,same_as,1
context::crows_pairs::144::hi::race-color,context::crows_pairs::144::bn::race-color,same_as,1
context::crows_pairs::146::en::race-color,context::crows_pairs::146::hi::race-color,same_as,1
group::en::whites,group::bn::সাদা চামড়ার লোকেরা,same_as,1
context::crows_pairs::146::en::race-color,context::crows_pairs::146::bn::race-color,same_as,1
group::hi::गोरे,group::bn::সাদা চামড়ার লোকেরা,same_as,1
context::crows_pairs::146::hi::race-color,context::crows_pairs::146::bn::race-color,same_as,1
group::en::megan,group::hi::मेगन,same_as,1
context::crows_pairs::147::en::gender,context::crows_pairs::147::hi::gender,same_as,1
group::en::megan,group::bn::মেগান,same_as,1
context::crows_pairs::147::en::gender,context::crows_pairs::147::bn::gender,same_as,1
group::hi::मेगन,group::bn::মেগান,same_as,1
context::crows_pairs::147::hi::gender,context::crows_pairs::147::bn::gender,same_as,1
context::crows_pairs::151::en::race-color,context::crows_pairs::151::hi::race-color,same_as,1
group::en::asian,group::bn::এশিয়ান,same_as,1
context::crows_pairs::151::en::race-color,context::crows_pairs::151::bn::race-color,same_as,1
group::hi::एशियाई,group::bn::এশিয়ান,same_as,1
context::crows_pairs::151::hi::race-color,context::crows_pairs::151::bn::race-color,same_as,1
context::crows_pairs::153::en::race-color,context::crows_pairs::153::hi::race-color,same_as,1
context::crows_pairs::153::en::race-color,context::crows_pairs::153::bn::race-color,same_as,1
context::crows_pairs::153::hi::race-color,context::crows_pairs::153::bn::race-color,same_as,1
group::en::muslim,group::hi::मुसलमान,same_as,1
group::en::christian,group::hi::ईसाई,same_as,1
context::crows_pairs::158::en::religion,context::crows_pairs::158::hi::religion,same_as,1
group::en::christian,group::bn::খ্রিস্টান,same_as,1
context::crows_pairs::158::en::religion,context::crows_pairs::158::bn::religion,same_as,1
group::hi::मुसलमान,group::bn::মুসলিম,same_as,1
group::hi::ईसाई,group::bn::খ্রিস্টান,same_as,1
context::crows_pairs::158::hi::religion,context::crows_pairs::158::bn::religion,same_as,1
context::crows_pairs::159::en::socioeconomic,context::crows_pairs::159::hi::socioeconomic,same_as,1
context::crows_pairs::159::en::socioeconomic,context::crows_pairs::159::bn::socioeconomic,same_as,1
context::crows_pairs::159::hi::socioeconomic,context::crows_pairs::159::bn::socioeconomic,same_as,1
context::crows_pairs::160::en::race-color,context::crows_pairs::160::hi::race-color,same_as,1
context::crows_pairs::160::en::race-color,context::crows_pairs::160::bn::race-color,same_as,1
context::crows_pairs::160::hi::race-color,context::crows_pairs::160::bn::race-color,same_as,1
group::en::afro-american,group::hi::अफ्रीकी-अमेरिकी,same_as,1
context::crows_pairs::162::en::race-color,context::crows_pairs::162::hi::race-color,same_as,1
group::en::white,group::bn::সাদা চামড়ার,same_as,1
context::crows_pairs::162::en::race-color,context::crows_pairs::162::bn::race-color,same_as,1
group::hi::अफ्रीकी-अमेरिकी,group::bn::আফ্রো-আমেরিকান,same_as,1
group::hi::श्वेत,group::bn::সাদা চামড়ার,same_as,1
context::crows_pairs::162::hi::race-color,context::crows_pairs::162::bn::race-color,same_as,1
context::crows_pairs::166::en::race-color,context::crows_pairs::166::hi::race-color,same_as,1
context::crows_pairs::166::en::race-color,context::crows_pairs::166::bn::race-color,same_as,1
context::crows_pairs::166::hi::race-color,context::crows_pairs::166::bn::race-color,same_as,1
group::en::italian,group::hi::इतालवी,same_as,1
context::crows_pairs::170::en::religion,context::crows_pairs::170::hi::religion,same_as,1
group::en::italian,group::bn::ইতালীয়,same_as,1
context::crows_pairs::170::en::religion,context::crows_pairs::170::bn::religion,same_as,1
group::hi::इतालवी,group::bn::ইতালীয়,same_as,1
context::crows_pairs::170::hi::religion,context::crows_pairs::170::bn::religion,same_as,1
context::crows_pairs::171::en::race-color,context::crows_pairs::171::hi::race-color,same_as,1
context::crows_pairs::171::en::race-color,context::crows_pairs::171::bn::race-color,same_as,1
context::crows_pairs::171::hi::race-color,context::crows_pairs::171::bn::race-color,same_as,1
group::en::black called,group::hi::काला बुलाया,same_as,1
group::en::white didnt call,group::hi::गोरा नहीं बुलाया,same_as,1
context::crows_pairs::174::en::race-color,context::crows_pairs::174::hi::race-color,same_as,1
group::en::black called,group::bn::কালো লোক ডাকল,same_as,1
group::en::white didnt call,group::bn::সাদা লোক ডাকল না,same_as,1
context::crows_pairs::174::en::race-color,context::crows_pairs::174::bn::race-color,same_as,1
group::hi::काला बुलाया,group::bn::কালো লোক ডাকল,same_as,1
group::hi::गोरा नहीं बुलाया,group::bn::সাদা লোক ডাকল না,same_as,1
context::crows_pairs::174::hi::race-color,context::crows_pairs::174::bn::race-color,same_as,1
context::crows_pairs::176::en::race-color,context::crows_pairs::176::hi::race-color,same_as,1
context::crows_pairs::176::en::race-color,context::crows_pairs::176::bn::race-color,same_as,1
context::crows_pairs::176::hi::race-color,context::crows_pairs::176::bn::race-color,same_as,1
context::crows_pairs::177::en::disability,context::crows_pairs::177::hi::disability,same_as,1
context::crows_pairs::177::en::disability,context::crows_pairs::177::bn::disability,same_as,1
context::crows_pairs::177::hi::disability,context::crows_pairs::177::bn::disability,same_as,1
group::en::dark-skinned,group::hi::गहरी त्वचा वाले,same_as,1
group::en::light-skinned,group::hi::गोरी त्वचा वाले,same_as,1
context::crows_pairs::178::en::race-color,context::crows_pairs::178::hi::race-color,same_as,1
group::en::dark-skinned,group::bn::কালো চামড়ার,same_as,1
group::en::light-skinned,group::bn::ফরসা চামড়ার,same_as,1
context::crows_pairs::178::en::race-color,context::crows_pairs::178::bn::race-color,same_as,1
group::hi::गहरी त्वचा वाले,group::bn::কালো চামড়ার,same_as,1
group::hi::गोरी त्वचा वाले,group::bn::ফরসা চামড়ার,same_as,1
context::crows_pairs::178::hi::race-color,context::crows_pairs::178::bn::race-color,same_as,1
context::crows_pairs::179::en::gender,context::crows_pairs::179::hi::gender,same_as,1
group::en::women,group::bn::মহিলাদের,same_as,1
group::en::men,group::bn::পুরুষদের,same_as,1
context::crows_pairs::179::en::gender,context::crows_pairs::179::bn::gender,same_as,1
group::hi::महिलाएँ,group::bn::মহিলাদের,same_as,1
group::hi::पुरुष,group::bn::পুরুষদের,same_as,1
context::crows_pairs::179::hi::gender,context::crows_pairs::179::bn::gender,same_as,1
group::en::his,group::hi::उसकी (पुरुष),same_as,1
group::en::her,group::hi::उसकी (महिला),same_as,1
context::crows_pairs::180::en::gender,context::crows_pairs::180::hi::gender,same_as,1
context::crows_pairs::180::en::gender,context::crows_pairs::180::bn::gender,same_as,1
group::hi::उसकी (पुरुष),group::bn::তার,same_as,1
group::hi::उसकी (महिला),group::bn::তার,same_as,1
context::crows_pairs::180::hi::gender,context::crows_pairs::180::bn::gender,same_as,1
context::crows_pairs::187::en::gender,context::crows_pairs::187::hi::gender,same_as,1
context::crows_pairs::187::en::gender,context::crows_pairs::187::bn::gender,same_as,1
context::crows_pairs::187::hi::gender,context::crows_pairs::187::bn::gender,same_as,1
group::en::her,group::hi::उसकी,same_as,1
group::en::his,group::hi::उसकी,same_as,1
context::crows_pairs::188::en::gender,context::crows_pairs::188::hi::gender,same_as,1
context::crows_pairs::188::en::gender,context::crows_pairs::188::bn::gender,same_as,1
group::hi::उसकी,group::bn::তার,same_as,1
context::crows_pairs::188::hi::gender,context::crows_pairs::188::bn::gender,same_as,1
context::crows_pairs::191::en::race-color,context::crows_pairs::191::hi::race-color,same_as,1
context::crows_pairs::191::en::race-color,context::crows_pairs::191::bn::race-color,same_as,1
context::crows_pairs::191::hi::race-color,context::crows_pairs::191::bn::race-color,same_as,1
group::en::black,group::hi::कला,same_as,1
group::en::white,group::hi::सदेद,same_as,1
context::crows_pairs::192::en::race-color,context::crows_pairs::192::hi::race-color,same_as,1
context::crows_pairs::192::en::race-color,context::crows_pairs::192::bn::race-color,same_as,1
group::hi::कला,group::bn::কালো,same_as,1
group::hi::सदेद,group::bn::সাদা,same_as,1
context::crows_pairs::192::hi::race-color,context::crows_pairs::192::bn::race-color,same_as,1
group::en::italian,group::hi::इटालियन,same_as,1
context::crows_pairs::193::en::race-color,context::crows_pairs::193::hi::race-color,same_as,1
context::crows_pairs::193::en::race-color,context::crows_pairs::193::bn::race-color,same_as,1
group::hi::इटालियन,group::bn::ইতালীয়,same_as,1
context::crows_pairs::193::hi::race-color,context::crows_pairs::193::bn::race-color,same_as,1
context::crows_pairs::195::en::socioeconomic,context::crows_pairs::195::hi::socioeconomic,same_as,1
context::crows_pairs::195::en::socioeconomic,context::crows_pairs::195::bn::socioeconomic,same_as,1
context::crows_pairs::195::hi::socioeconomic,context::crows_pairs::195::bn::socioeconomic,same_as,1
